Date,IT Department,Cost Element,Country,Actual
08/01/2020,Emerging,External Labor,Mexico,"2,266"
08/01/2020,Emerging,External Labor,USA,"38,504"
08/01/2020,Emerging,Hardware,Turkey,228
08/01/2020,Emerging,Hardware Maintenance,Brazil,942
08/01/2020,Emerging,Hardware Maintenance,Turkey,688
08/01/2020,Emerging,Internal Labor,Brazil,"9,570"
08/01/2020,Emerging,Internal Labor,Mexico,"19,427"
08/01/2020,Emerging,Internal Labor,USA,"4,076"
08/01/2020,Emerging,Moving,Brazil,335
08/01/2020,Emerging,Other,Brazil,"1,771"
08/01/2020,Emerging,Other,Mexico,560
08/01/2020,Emerging,Severance,Brazil,512
08/01/2020,Emerging,Severance,Mexico,"3,503"
08/01/2020,Emerging,Software,Turkey,20
08/01/2020,Emerging,Software Maintenance,Brazil,"1,300"
08/01/2020,Emerging,Supplies,Brazil,22
08/01/2020,Emerging,Supplies,Mexico,56
08/01/2020,Emerging,Telecomm,Brazil,978
08/01/2020,Emerging,Telecomm,Mexico,117
08/01/2020,Emerging,Telecomm,Turkey,"1,077"
08/01/2020,Emerging,Telecomm,USA,275
08/01/2020,Emerging,Training,Brazil,131
08/01/2020,Emerging,Training,Mexico,"1,472"
08/01/2020,Emerging,Travel,Brazil,54
08/01/2020,Emerging,Travel,Mexico,"1,556"
08/01/2020,Emerging,Travel,Turkey,510
08/01/2020,Emerging,Travel,USA,"14,427"
08/01/2020,Emerging,Vehicles,Mexico,101
08/01/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
08/01/2020,Enterprise Capabilities,Internal Labor,Spain,992
08/01/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,908"
08/01/2020,Enterprise Capabilities,Other,United Kingdom,103
08/01/2020,Enterprise Capabilities,Telecomm,United Kingdom,-10
08/01/2020,Enterprise Capabilities,Training,United Kingdom,-151
08/01/2020,Enterprise Capabilities,Travel,Spain,171
08/01/2020,Enterprise Capabilities,Travel,United Kingdom,"1,821"
08/01/2020,Enterprise Capabilities,Vehicles,United Kingdom,1
08/01/2020,GRC,Depreciation,United Kingdom,167
08/01/2020,GRC,External Labor,Germany,"13,032"
08/01/2020,GRC,External Labor,Spain,"17,665"
08/01/2020,GRC,External Labor,United Kingdom,"4,733"
08/01/2020,GRC,External Labor,USA,"-32,754"
08/01/2020,GRC,Hardware,United Kingdom,237
08/01/2020,GRC,Hardware,USA,248
08/01/2020,GRC,Hardware Maintenance,Italy,"6,853"
08/01/2020,GRC,Inbound Allocations,New Zealand,-21
08/01/2020,GRC,Internal Labor,France,"7,290"
08/01/2020,GRC,Internal Labor,Germany,"45,712"
08/01/2020,GRC,Internal Labor,Italy,"10,322"
08/01/2020,GRC,Internal Labor,New Zealand,"18,805"
08/01/2020,GRC,Internal Labor,United Kingdom,"39,271"
08/01/2020,GRC,Internal Labor,USA,"20,189"
08/01/2020,GRC,Other,Germany,"-7,119"
08/01/2020,GRC,Other,Italy,25
08/01/2020,GRC,Other,New Zealand,5
08/01/2020,GRC,Other,United Kingdom,573
08/01/2020,GRC,Outbound Allocations,United Kingdom,727
08/01/2020,GRC,Severance,Italy,736
08/01/2020,GRC,Severance,New Zealand,297
08/01/2020,GRC,Taxes,USA,104
08/01/2020,GRC,Telecomm,Italy,100
08/01/2020,GRC,Telecomm,New Zealand,21
08/01/2020,GRC,Telecomm,United Kingdom,256
08/01/2020,GRC,Telecomm,USA,141
08/01/2020,GRC,Training,Germany,123
08/01/2020,GRC,Travel,Germany,"4,318"
08/01/2020,GRC,Travel,Italy,948
08/01/2020,GRC,Travel,New Zealand,"4,265"
08/01/2020,GRC,Travel,United Kingdom,"4,920"
08/01/2020,GRC,Vehicles,Germany,387
08/01/2020,GRC,Vehicles,Italy,27
08/01/2020,GRC,Vehicles,United Kingdom,466
08/01/2020,Help Desk,Employee Performance,USA,1
08/01/2020,Help Desk,External Labor,United Kingdom,"-14,822"
08/01/2020,Help Desk,External Labor,USA,"293,178"
08/01/2020,Help Desk,Hardware,USA,37
08/01/2020,Help Desk,Hardware Maintenance,USA,27
08/01/2020,Help Desk,Other,USA,154
08/01/2020,Help Desk,Software,USA,78
08/01/2020,Help Desk,Software Maintenance,United Kingdom,"-56,759"
08/01/2020,Help Desk,Software Maintenance,USA,"4,819"
08/01/2020,Help Desk,Taxes,USA,230
08/01/2020,Help Desk,Telecomm,USA,541
08/01/2020,Help Desk,Travel,United Kingdom,166
08/01/2020,Hosting,Amortization,USA,"3,507"
08/01/2020,Hosting,Depreciation,USA,"44,624"
08/01/2020,Hosting,Employee Performance,USA,54
08/01/2020,Hosting,External Labor,United Kingdom,"-1,434"
08/01/2020,Hosting,External Labor,USA,"86,039"
08/01/2020,Hosting,Hardware Maintenance,USA,41
08/01/2020,Hosting,Internal Labor,United Kingdom,"7,924"
08/01/2020,Hosting,Internal Labor,USA,"84,171"
08/01/2020,Hosting,Other,United Kingdom,202
08/01/2020,Hosting,Software,USA,"2,794"
08/01/2020,Hosting,Software Maintenance,USA,"337,352"
08/01/2020,Hosting,Supplies,USA,86
08/01/2020,Hosting,Taxes,USA,"3,253"
08/01/2020,Hosting,Telecomm,United Kingdom,-2
08/01/2020,Hosting,Telecomm,USA,438
08/01/2020,Hosting,Training,USA,744
08/01/2020,Hosting,Travel,United Kingdom,"1,155"
08/01/2020,Hosting,Travel,USA,63
08/01/2020,Hosting,Vehicles,United Kingdom,1
08/01/2020,Innovation,Depreciation,Austria,2
08/01/2020,Innovation,Employee Performance,USA,11
08/01/2020,Innovation,External Labor,USA,21
08/01/2020,Innovation,Internal Labor,Austria,"4,412"
08/01/2020,Innovation,Internal Labor,USA,"15,910"
08/01/2020,Innovation,Moving,USA,"3,917"
08/01/2020,Innovation,Other,Austria,24
08/01/2020,Innovation,Recognition,USA,173
08/01/2020,Innovation,Severance,Austria,53
08/01/2020,Innovation,Software,USA,11
08/01/2020,Innovation,Software Maintenance,USA,8
08/01/2020,Innovation,Supplies,USA,187
08/01/2020,Innovation,Telecomm,Austria,354
08/01/2020,Innovation,Telecomm,USA,358
08/01/2020,Innovation,Training,USA,44
08/01/2020,Innovation,Travel,USA,"2,174"
08/01/2020,Manufacturing,Amortization,France,"8,455"
08/01/2020,Manufacturing,Amortization,Germany,"1,350"
08/01/2020,Manufacturing,Amortization,Ireland,"1,893"
08/01/2020,Manufacturing,Amortization,Italy,"9,186"
08/01/2020,Manufacturing,Amortization,Puerto Rico,"27,755"
08/01/2020,Manufacturing,Amortization,Spain,207
08/01/2020,Manufacturing,Amortization,USA,"1,176,635"
08/01/2020,Manufacturing,Depreciation,Brazil,"1,908"
08/01/2020,Manufacturing,Depreciation,France,"17,518"
08/01/2020,Manufacturing,Depreciation,Germany,26
08/01/2020,Manufacturing,Depreciation,Ireland,"6,721"
08/01/2020,Manufacturing,Depreciation,Italy,"14,843"
08/01/2020,Manufacturing,Depreciation,Puerto Rico,"50,463"
08/01/2020,Manufacturing,Depreciation,Spain,"5,221"
08/01/2020,Manufacturing,Depreciation,United Kingdom,"1,083"
08/01/2020,Manufacturing,Depreciation,USA,"26,511"
08/01/2020,Manufacturing,Employee Performance,USA,"1,171"
08/01/2020,Manufacturing,External Labor,Brazil,"4,599"
08/01/2020,Manufacturing,External Labor,France,"151,504"
08/01/2020,Manufacturing,External Labor,Ireland,"2,297"
08/01/2020,Manufacturing,External Labor,Italy,"21,506"
08/01/2020,Manufacturing,External Labor,Mexico,"4,320"
08/01/2020,Manufacturing,External Labor,Puerto Rico,"43,555"
08/01/2020,Manufacturing,External Labor,Spain,"15,868"
08/01/2020,Manufacturing,External Labor,United Kingdom,"-2,185"
08/01/2020,Manufacturing,External Labor,USA,"308,596"
08/01/2020,Manufacturing,Hardware,France,"2,737"
08/01/2020,Manufacturing,Hardware,Puerto Rico,"6,184"
08/01/2020,Manufacturing,Hardware,USA,"3,205"
08/01/2020,Manufacturing,Hardware Maintenance,Brazil,"1,386"
08/01/2020,Manufacturing,Hardware Maintenance,France,703
08/01/2020,Manufacturing,Hardware Maintenance,Ireland,741
08/01/2020,Manufacturing,Hardware Maintenance,Italy,"30,841"
08/01/2020,Manufacturing,Hardware Maintenance,Puerto Rico,"43,265"
08/01/2020,Manufacturing,Internal Labor,Brazil,151
08/01/2020,Manufacturing,Internal Labor,France,"120,810"
08/01/2020,Manufacturing,Internal Labor,Germany,"24,161"
08/01/2020,Manufacturing,Internal Labor,Ireland,"22,205"
08/01/2020,Manufacturing,Internal Labor,Italy,"8,659"
08/01/2020,Manufacturing,Internal Labor,Puerto Rico,"77,938"
08/01/2020,Manufacturing,Internal Labor,Spain,"5,298"
08/01/2020,Manufacturing,Internal Labor,United Kingdom,"8,044"
08/01/2020,Manufacturing,Internal Labor,USA,"652,364"
08/01/2020,Manufacturing,Other,Brazil,5
08/01/2020,Manufacturing,Other,France,966
08/01/2020,Manufacturing,Other,Germany,62
08/01/2020,Manufacturing,Other,Puerto Rico,"-9,264"
08/01/2020,Manufacturing,Other,Spain,86
08/01/2020,Manufacturing,Other,United Kingdom,"1,149"
08/01/2020,Manufacturing,Other,USA,484
08/01/2020,Manufacturing,Project Expenses,France,190
08/01/2020,Manufacturing,Project Expenses,Ireland,225
08/01/2020,Manufacturing,Project Expenses,Puerto Rico,"1,551"
08/01/2020,Manufacturing,Project Expenses,USA,"17,191"
08/01/2020,Manufacturing,Recognition,Brazil,96
08/01/2020,Manufacturing,Recognition,USA,235
08/01/2020,Manufacturing,Severance,Italy,526
08/01/2020,Manufacturing,Software,USA,"44,990"
08/01/2020,Manufacturing,Software Maintenance,France,"1,087"
08/01/2020,Manufacturing,Software Maintenance,USA,"160,434"
08/01/2020,Manufacturing,Supplies,Brazil,18
08/01/2020,Manufacturing,Supplies,Germany,340
08/01/2020,Manufacturing,Supplies,Ireland,24
08/01/2020,Manufacturing,Supplies,Italy,1
08/01/2020,Manufacturing,Supplies,Puerto Rico,543
08/01/2020,Manufacturing,Supplies,USA,105
08/01/2020,Manufacturing,Taxes,USA,"2,226"
08/01/2020,Manufacturing,Telecomm,Brazil,333
08/01/2020,Manufacturing,Telecomm,France,"7,944"
08/01/2020,Manufacturing,Telecomm,Ireland,"8,078"
08/01/2020,Manufacturing,Telecomm,Italy,500
08/01/2020,Manufacturing,Telecomm,Puerto Rico,"5,709"
08/01/2020,Manufacturing,Telecomm,United Kingdom,37
08/01/2020,Manufacturing,Telecomm,USA,"12,593"
08/01/2020,Manufacturing,Training,USA,"5,917"
08/01/2020,Manufacturing,Travel,France,"1,589"
08/01/2020,Manufacturing,Travel,Puerto Rico,"1,254"
08/01/2020,Manufacturing,Travel,United Kingdom,"2,293"
08/01/2020,Manufacturing,Travel,USA,"7,589"
08/01/2020,Manufacturing,Vehicles,France,236
08/01/2020,Manufacturing,Vehicles,Spain,-9
08/01/2020,Manufacturing,Vehicles,United Kingdom,2
08/01/2020,Mobility,Depreciation,United Kingdom,"13,439"
08/01/2020,Mobility,Depreciation,USA,"2,059"
08/01/2020,Mobility,External Labor,United Kingdom,734
08/01/2020,Mobility,External Labor,USA,"9,188"
08/01/2020,Mobility,Internal Labor,United Kingdom,"2,744"
08/01/2020,Mobility,Other,United Kingdom,-520
08/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,455"
08/01/2020,Mobility,Software,USA,"2,811"
08/01/2020,Mobility,Software Maintenance,USA,"30,387"
08/01/2020,Mobility,Taxes,USA,840
08/01/2020,Mobility,Telecomm,United Kingdom,-351
08/01/2020,Mobility,Telecomm,USA,3
08/01/2020,Mobility,Travel,United Kingdom,782
08/01/2020,Mobility,Vehicles,United Kingdom,2
08/01/2020,Networking,Depreciation,Canada,343
08/01/2020,Networking,Depreciation,Mexico,5
08/01/2020,Networking,Depreciation,Switzerland,556
08/01/2020,Networking,Depreciation,United Kingdom,"3,032"
08/01/2020,Networking,Depreciation,USA,"37,537"
08/01/2020,Networking,External Labor,Ireland,"64,500"
08/01/2020,Networking,External Labor,Mexico,"17,593"
08/01/2020,Networking,External Labor,Switzerland,"1,360"
08/01/2020,Networking,External Labor,United Kingdom,"2,622"
08/01/2020,Networking,External Labor,USA,"361,051"
08/01/2020,Networking,Hardware,Switzerland,58
08/01/2020,Networking,Hardware,United Kingdom,"179,206"
08/01/2020,Networking,Hardware,USA,"361,090"
08/01/2020,Networking,Hardware Maintenance,Switzerland,"1,168"
08/01/2020,Networking,Hardware Maintenance,USA,"50,151"
08/01/2020,Networking,Internal Labor,Germany,"15,863"
08/01/2020,Networking,Internal Labor,Switzerland,"6,850"
08/01/2020,Networking,Internal Labor,United Kingdom,"12,105"
08/01/2020,Networking,Internal Labor,USA,"43,243"
08/01/2020,Networking,Other,Canada,2
08/01/2020,Networking,Other,Mexico,112
08/01/2020,Networking,Other,Switzerland,358
08/01/2020,Networking,Other,United Kingdom,-450
08/01/2020,Networking,Other,USA,848
08/01/2020,Networking,Project Expenses,United Kingdom,"3,443"
08/01/2020,Networking,Software,USA,11
08/01/2020,Networking,Software Maintenance,Switzerland,"4,944"
