Date,IT Department,Cost Element,Country,Actual
04/01/2020,Core Infrastructure,Depreciation,Canada,"4,937"
04/01/2020,Core Infrastructure,Depreciation,Mexico,"4,269"
04/01/2020,Core Infrastructure,Depreciation,New Zealand,"6,052"
04/01/2020,Core Infrastructure,Employee Performance,USA,270
04/01/2020,Core Infrastructure,External Labor,Brazil,"14,780"
04/01/2020,Core Infrastructure,External Labor,Canada,"29,295"
04/01/2020,Core Infrastructure,External Labor,Mexico,"27,098"
04/01/2020,Core Infrastructure,External Labor,New Zealand,"2,996"
04/01/2020,Core Infrastructure,External Labor,USA,"-119,534"
04/01/2020,Core Infrastructure,Hardware,Brazil,"1,214"
04/01/2020,Core Infrastructure,Hardware,Mexico,"18,224"
04/01/2020,Core Infrastructure,Hardware,New Zealand,"32,870"
04/01/2020,Core Infrastructure,Hardware,USA,406
04/01/2020,Core Infrastructure,Hardware Maintenance,Brazil,"1,565"
04/01/2020,Core Infrastructure,Hardware Maintenance,Mexico,"22,914"
04/01/2020,Core Infrastructure,Hardware Maintenance,New Zealand,116
04/01/2020,Core Infrastructure,Hardware Maintenance,USA,425
04/01/2020,Core Infrastructure,Internal Labor,Brazil,-18
04/01/2020,Core Infrastructure,Internal Labor,Mexico,"2,221"
04/01/2020,Core Infrastructure,Internal Labor,New Zealand,"34,391"
04/01/2020,Core Infrastructure,Internal Labor,Switzerland,"3,054"
04/01/2020,Core Infrastructure,Internal Labor,USA,"52,244"
04/01/2020,Core Infrastructure,Moving,USA,"5,865"
04/01/2020,Core Infrastructure,Other,Brazil,"11,404"
04/01/2020,Core Infrastructure,Other,Mexico,"1,069"
04/01/2020,Core Infrastructure,Other,New Zealand,22
04/01/2020,Core Infrastructure,Other,USA,687
04/01/2020,Core Infrastructure,Recognition,Brazil,"-2,295"
04/01/2020,Core Infrastructure,Recognition,New Zealand,42
04/01/2020,Core Infrastructure,Severance,Brazil,-107
04/01/2020,Core Infrastructure,Severance,New Zealand,380
04/01/2020,Core Infrastructure,Software,USA,"12,500"
04/01/2020,Core Infrastructure,Supplies,Brazil,5
04/01/2020,Core Infrastructure,Supplies,Canada,483
04/01/2020,Core Infrastructure,Supplies,Mexico,26
04/01/2020,Core Infrastructure,Supplies,New Zealand,838
04/01/2020,Core Infrastructure,Supplies,USA,510
04/01/2020,Core Infrastructure,Taxes,USA,9
04/01/2020,Core Infrastructure,Telecomm,Brazil,"2,557"
04/01/2020,Core Infrastructure,Telecomm,Canada,"1,654"
04/01/2020,Core Infrastructure,Telecomm,Mexico,9
04/01/2020,Core Infrastructure,Telecomm,New Zealand,"12,131"
04/01/2020,Core Infrastructure,Telecomm,Switzerland,55
04/01/2020,Core Infrastructure,Telecomm,USA,"1,371"
04/01/2020,Core Infrastructure,Training,USA,420
04/01/2020,Core Infrastructure,Travel,Brazil,845
04/01/2020,Core Infrastructure,Travel,Mexico,"2,500"
04/01/2020,Core Infrastructure,Travel,New Zealand,"3,576"
04/01/2020,Core Infrastructure,Travel,Switzerland,108
04/01/2020,Core Infrastructure,Travel,USA,-2
04/01/2020,Core Infrastructure,Vehicles,Mexico,21
04/01/2020,Core Infrastructure,Vehicles,New Zealand,66
04/01/2020,Data Centers,Amortization,USA,"1,725"
04/01/2020,Data Centers,Depreciation,Ireland,629
04/01/2020,Data Centers,Depreciation,United Kingdom,"18,889"
04/01/2020,Data Centers,Depreciation,USA,"252,473"
04/01/2020,Data Centers,Employee Performance,USA,286
04/01/2020,Data Centers,External Labor,Germany,"3,065"
04/01/2020,Data Centers,External Labor,Ireland,"-301,024"
04/01/2020,Data Centers,External Labor,United Kingdom,"89,045"
04/01/2020,Data Centers,External Labor,USA,"325,680"
04/01/2020,Data Centers,Hardware,USA,"47,302"
04/01/2020,Data Centers,Hardware Maintenance,United Kingdom,"13,548"
04/01/2020,Data Centers,Hardware Maintenance,USA,"194,761"
04/01/2020,Data Centers,Internal Labor,Austria,"3,858"
04/01/2020,Data Centers,Internal Labor,Germany,"11,203"
04/01/2020,Data Centers,Internal Labor,Netherlands,"3,667"
04/01/2020,Data Centers,Internal Labor,Spain,"3,341"
04/01/2020,Data Centers,Internal Labor,United Kingdom,"10,425"
04/01/2020,Data Centers,Internal Labor,USA,"133,302"
04/01/2020,Data Centers,Other,Austria,34
04/01/2020,Data Centers,Other,Netherlands,5
04/01/2020,Data Centers,Other,United Kingdom,136
04/01/2020,Data Centers,Other,USA,31
04/01/2020,Data Centers,Project Expenses,United Kingdom,"8,214"
04/01/2020,Data Centers,Recognition,Austria,32
04/01/2020,Data Centers,Severance,Austria,37
04/01/2020,Data Centers,Software,USA,"25,847"
04/01/2020,Data Centers,Software Maintenance,USA,"73,798"
04/01/2020,Data Centers,Supplies,USA,426
04/01/2020,Data Centers,Taxes,USA,"17,338"
04/01/2020,Data Centers,Telecomm,Austria,11
04/01/2020,Data Centers,Telecomm,United Kingdom,50
04/01/2020,Data Centers,Telecomm,USA,"2,039"
04/01/2020,Data Centers,Training,USA,"1,437"
04/01/2020,Data Centers,Travel,Germany,379
04/01/2020,Data Centers,Travel,Netherlands,-19
04/01/2020,Data Centers,Travel,United Kingdom,649
04/01/2020,Data Centers,Travel,USA,200
04/01/2020,Data Centers,Vehicles,Netherlands,323
04/01/2020,Data Management,Depreciation,Germany,"4,488"
04/01/2020,Data Management,External Labor,Germany,16
04/01/2020,Data Management,Hardware,Germany,213
04/01/2020,Data Management,Internal Labor,Germany,"2,870"
04/01/2020,Data Management,Internal Labor,Spain,"3,038"
04/01/2020,Data Management,Other,Germany,"59,823"
04/01/2020,Data Management,Other,Spain,108
04/01/2020,Data Management,Supplies,Germany,61
04/01/2020,Data Management,Telecomm,Germany,"-22,669"
04/01/2020,Data Management,Travel,Spain,217
04/01/2020,Development,Employee Performance,USA,555
04/01/2020,Development,External Labor,Germany,"5,899"
04/01/2020,Development,External Labor,United Kingdom,718
04/01/2020,Development,External Labor,USA,"110,199"
04/01/2020,Development,Hardware,USA,98
04/01/2020,Development,Inbound Allocations,United Kingdom,404
04/01/2020,Development,Internal Labor,Belgium,"5,293"
04/01/2020,Development,Internal Labor,Germany,"1,384"
04/01/2020,Development,Internal Labor,Spain,"3,830"
04/01/2020,Development,Internal Labor,United Kingdom,"7,094"
04/01/2020,Development,Internal Labor,USA,"153,438"
04/01/2020,Development,Other,Belgium,133
04/01/2020,Development,Other,United Kingdom,51
04/01/2020,Development,Other,USA,"1,735"
04/01/2020,Development,Outbound Allocations,United Kingdom,"1,267"
04/01/2020,Development,Outbound Allocations,USA,-171
04/01/2020,Development,Software,USA,"160,006"
04/01/2020,Development,Software Maintenance,USA,"4,041"
04/01/2020,Development,Taxes,USA,"1,247"
04/01/2020,Development,Telecomm,Belgium,166
04/01/2020,Development,Telecomm,Germany,16
04/01/2020,Development,Telecomm,United Kingdom,212
04/01/2020,Development,Telecomm,USA,"1,206"
04/01/2020,Development,Training,Belgium,125
04/01/2020,Development,Training,United Kingdom,132
04/01/2020,Development,Training,USA,315
04/01/2020,Development,Travel,Belgium,948
04/01/2020,Development,Travel,United Kingdom,218
04/01/2020,Development,Travel,USA,"2,013"
04/01/2020,Development,Vehicles,Belgium,446
04/01/2020,Distribution,Amortization,Italy,"5,413"
04/01/2020,Distribution,Depreciation,Belgium,17
04/01/2020,Distribution,Depreciation,Italy,287
04/01/2020,Distribution,Depreciation,Switzerland,448
04/01/2020,Distribution,Depreciation,United Kingdom,26
04/01/2020,Distribution,Employee Performance,USA,4
04/01/2020,Distribution,External Labor,France,-364
04/01/2020,Distribution,External Labor,United Kingdom,"3,964"
04/01/2020,Distribution,External Labor,USA,"44,167"
04/01/2020,Distribution,Hardware,Canada,57
04/01/2020,Distribution,Hardware,USA,188
04/01/2020,Distribution,Internal Labor,Belgium,"9,577"
04/01/2020,Distribution,Internal Labor,Canada,"6,526"
04/01/2020,Distribution,Internal Labor,France,"19,719"
04/01/2020,Distribution,Internal Labor,Germany,"25,528"
04/01/2020,Distribution,Internal Labor,Italy,"8,011"
04/01/2020,Distribution,Internal Labor,Spain,"5,453"
04/01/2020,Distribution,Internal Labor,Switzerland,"6,020"
04/01/2020,Distribution,Internal Labor,United Kingdom,"8,096"
04/01/2020,Distribution,Internal Labor,USA,"78,182"
04/01/2020,Distribution,Moving,Spain,20
04/01/2020,Distribution,Other,Belgium,158
04/01/2020,Distribution,Other,Canada,31
04/01/2020,Distribution,Other,France,126
04/01/2020,Distribution,Other,Germany,912
04/01/2020,Distribution,Other,Italy,8
04/01/2020,Distribution,Other,Spain,67
04/01/2020,Distribution,Other,USA,4
04/01/2020,Distribution,Outbound Allocations,United Kingdom,714
04/01/2020,Distribution,Severance,Italy,539
04/01/2020,Distribution,Software Maintenance,France,"1,164"
04/01/2020,Distribution,Software Maintenance,USA,"1,886"
04/01/2020,Distribution,Supplies,Spain,44
04/01/2020,Distribution,Supplies,United Kingdom,20
04/01/2020,Distribution,Supplies,USA,49
04/01/2020,Distribution,Telecomm,Belgium,61
04/01/2020,Distribution,Telecomm,Canada,27
04/01/2020,Distribution,Telecomm,Italy,40
04/01/2020,Distribution,Telecomm,Switzerland,136
04/01/2020,Distribution,Telecomm,USA,73
04/01/2020,Distribution,Training,Germany,349
04/01/2020,Distribution,Training,USA,629
04/01/2020,Distribution,Travel,Belgium,"1,411"
04/01/2020,Distribution,Travel,France,864
04/01/2020,Distribution,Travel,Germany,559
04/01/2020,Distribution,Travel,Italy,672
04/01/2020,Distribution,Travel,Spain,635
04/01/2020,Distribution,Travel,United Kingdom,"1,414"
04/01/2020,Distribution,Travel,USA,"1,233"
04/01/2020,Distribution,Vehicles,Belgium,330
04/01/2020,Distribution,Vehicles,Germany,109
04/01/2020,Distribution,Vehicles,United Kingdom,567
04/01/2020,Document Management,CAPEX,USA,15
04/01/2020,Document Management,Depreciation,USA,261
04/01/2020,Document Management,Employee Performance,USA,77
04/01/2020,Document Management,External Labor,USA,"136,007"
04/01/2020,Document Management,Hardware,USA,104
04/01/2020,Document Management,Hardware Maintenance,USA,61
04/01/2020,Document Management,Internal Labor,USA,"149,026"
04/01/2020,Document Management,Other,USA,12
04/01/2020,Document Management,Recognition,USA,18
04/01/2020,Document Management,Software,USA,348
04/01/2020,Document Management,Software Maintenance,USA,"106,576"
04/01/2020,Document Management,Supplies,USA,80
04/01/2020,Document Management,Taxes,USA,154
04/01/2020,Document Management,Telecomm,USA,714
04/01/2020,Document Management,Training,USA,"2,511"
04/01/2020,Document Management,Travel,USA,"2,239"
04/01/2020,EIM,Amortization,Italy,167
04/01/2020,EIM,Depreciation,Italy,"1,652"
04/01/2020,EIM,Employee Performance,USA,30
04/01/2020,EIM,External Labor,USA,"120,466"
04/01/2020,EIM,Hardware,USA,879
04/01/2020,EIM,Internal Labor,Belgium,"1,029"
04/01/2020,EIM,Internal Labor,Italy,"1,893"
04/01/2020,EIM,Internal Labor,USA,"107,334"
04/01/2020,EIM,Other,USA,158
04/01/2020,EIM,Severance,Italy,100
04/01/2020,EIM,Software,USA,"6,971"
04/01/2020,EIM,Software Maintenance,USA,"18,263"
04/01/2020,EIM,Supplies,USA,546
04/01/2020,EIM,Telecomm,USA,308
04/01/2020,EIM,Training,USA,717
04/01/2020,EIM,Travel,Belgium,"1,308"
04/01/2020,EIM,Travel,USA,791
04/01/2020,Emerging,Depreciation,Brazil,"2,844"
04/01/2020,Emerging,Depreciation,Mexico,462
04/01/2020,Emerging,Depreciation,USA,63
04/01/2020,Emerging,External Labor,Brazil,"10,441"
04/01/2020,Emerging,External Labor,Mexico,"31,985"
04/01/2020,Emerging,Hardware Maintenance,Brazil,"4,850"
04/01/2020,Emerging,Hardware Maintenance,Mexico,6
04/01/2020,Emerging,Internal Labor,Brazil,"7,365"
04/01/2020,Emerging,Internal Labor,Mexico,"15,329"
04/01/2020,Emerging,Internal Labor,USA,"9,312"
04/01/2020,Emerging,Moving,Brazil,318
04/01/2020,Emerging,Other,Brazil,"1,641"
04/01/2020,Emerging,Other,Mexico,662
04/01/2020,Emerging,Severance,Brazil,444
04/01/2020,Emerging,Severance,Mexico,"1,891"
04/01/2020,Emerging,Software Maintenance,Brazil,"1,516"
04/01/2020,Emerging,Supplies,Brazil,3
04/01/2020,Emerging,Supplies,Mexico,77
04/01/2020,Emerging,Taxes,Mexico,35
04/01/2020,Emerging,Telecomm,Brazil,867
04/01/2020,Emerging,Telecomm,Switzerland,1
04/01/2020,Emerging,Telecomm,USA,99
04/01/2020,Emerging,Training,Brazil,193
04/01/2020,Emerging,Training,Mexico,773
04/01/2020,Emerging,Travel,Brazil,298
04/01/2020,Emerging,Travel,Mexico,330
04/01/2020,Emerging,Travel,USA,526
04/01/2020,Emerging,Vehicles,Mexico,270
04/01/2020,Enterprise Capabilities,Depreciation,United Kingdom,20
04/01/2020,Enterprise Capabilities,Internal Labor,Spain,"6,397"
04/01/2020,Enterprise Capabilities,Internal Labor,United Kingdom,"8,738"
04/01/2020,Enterprise Capabilities,Telecomm,United Kingdom,94
04/01/2020,GRC,Depreciation,Spain,147
04/01/2020,GRC,Depreciation,United Kingdom,164
04/01/2020,GRC,External Labor,Germany,"-13,440"
04/01/2020,GRC,External Labor,United Kingdom,"2,560"
04/01/2020,GRC,External Labor,USA,"-109,684"
04/01/2020,GRC,Hardware,USA,481
04/01/2020,GRC,Hardware Maintenance,Italy,"7,386"
04/01/2020,GRC,Inbound Allocations,United Kingdom,"-20,670"
04/01/2020,GRC,Internal Labor,France,"9,709"
04/01/2020,GRC,Internal Labor,Germany,"53,992"
04/01/2020,GRC,Internal Labor,Italy,"14,684"
04/01/2020,GRC,Internal Labor,New Zealand,"17,425"
04/01/2020,GRC,Internal Labor,United Kingdom,"38,860"
04/01/2020,GRC,Internal Labor,USA,"20,383"
04/01/2020,GRC,Other,Germany,12
04/01/2020,GRC,Other,Italy,5
04/01/2020,GRC,Other,New Zealand,22
04/01/2020,GRC,Outbound Allocations,United Kingdom,714
04/01/2020,GRC,Severance,Italy,862
04/01/2020,GRC,Severance,New Zealand,206
04/01/2020,GRC,Taxes,USA,104
04/01/2020,GRC,Telecomm,Italy,27
04/01/2020,GRC,Telecomm,New Zealand,6
04/01/2020,GRC,Telecomm,United Kingdom,103
04/01/2020,GRC,Telecomm,USA,39
04/01/2020,GRC,Training,France,"1,015"
04/01/2020,GRC,Training,Germany,930
04/01/2020,GRC,Travel,France,12
04/01/2020,GRC,Travel,Germany,"4,476"
04/01/2020,GRC,Travel,Italy,"2,952"
04/01/2020,GRC,Travel,New Zealand,214
04/01/2020,GRC,Travel,United Kingdom,"2,512"
04/01/2020,GRC,Travel,USA,"1,434"
04/01/2020,GRC,Vehicles,Germany,461
04/01/2020,Help Desk,Employee Performance,USA,134
04/01/2020,Help Desk,External Labor,Ireland,"-99,937"
04/01/2020,Help Desk,External Labor,United Kingdom,"36,574"
04/01/2020,Help Desk,External Labor,USA,"576,789"
04/01/2020,Help Desk,Hardware,USA,"1,697"
04/01/2020,Help Desk,Hardware Maintenance,USA,27
04/01/2020,Help Desk,Internal Labor,USA,"3,090"
04/01/2020,Help Desk,Other,USA,44
04/01/2020,Help Desk,Software,USA,44
04/01/2020,Help Desk,Software Maintenance,United Kingdom,"29,536"
04/01/2020,Help Desk,Software Maintenance,USA,"5,350"
04/01/2020,Help Desk,Taxes,USA,230
04/01/2020,Help Desk,Telecomm,USA,"29,123"
04/01/2020,Help Desk,Training,USA,"1,119"
04/01/2020,Hosting,Amortization,USA,"3,507"
04/01/2020,Hosting,CAPEX,USA,15
04/01/2020,Hosting,Depreciation,USA,"45,812"
04/01/2020,Hosting,Employee Performance,USA,64
04/01/2020,Hosting,External Labor,USA,"296,007"
04/01/2020,Hosting,Hardware,USA,462
04/01/2020,Hosting,Internal Labor,United Kingdom,"7,780"
04/01/2020,Hosting,Internal Labor,USA,"87,037"
04/01/2020,Hosting,Software,USA,"10,160"
04/01/2020,Hosting,Software Maintenance,USA,"333,184"
04/01/2020,Hosting,Supplies,USA,48
04/01/2020,Hosting,Taxes,USA,"3,253"
04/01/2020,Hosting,Telecomm,United Kingdom,90
04/01/2020,Hosting,Telecomm,USA,826
04/01/2020,Hosting,Training,USA,22
04/01/2020,Innovation,Depreciation,Austria,2
04/01/2020,Innovation,Hardware,USA,522
04/01/2020,Innovation,Internal Labor,USA,"20,318"
04/01/2020,Innovation,Other,USA,"11,689"
04/01/2020,Innovation,Software Maintenance,USA,539
04/01/2020,Innovation,Supplies,USA,5
04/01/2020,Innovation,Telecomm,USA,67
04/01/2020,Licensing,Telecomm,USA,54
04/01/2020,Manufacturing,Amortization,Brazil,9
04/01/2020,Manufacturing,Amortization,France,"9,390"
04/01/2020,Manufacturing,Amortization,Germany,"1,176"
04/01/2020,Manufacturing,Amortization,Ireland,"1,866"
04/01/2020,Manufacturing,Amortization,Italy,"21,064"
04/01/2020,Manufacturing,Amortization,Puerto Rico,"41,529"
04/01/2020,Manufacturing,Amortization,Spain,204
04/01/2020,Manufacturing,Amortization,USA,"1,050,849"
04/01/2020,Manufacturing,Depreciation,Brazil,"1,838"
04/01/2020,Manufacturing,Depreciation,France,"18,561"
04/01/2020,Manufacturing,Depreciation,Germany,35
04/01/2020,Manufacturing,Depreciation,Ireland,"6,585"
04/01/2020,Manufacturing,Depreciation,Italy,"15,323"
04/01/2020,Manufacturing,Depreciation,Puerto Rico,"57,967"
04/01/2020,Manufacturing,Depreciation,Spain,"1,600"
04/01/2020,Manufacturing,Depreciation,United Kingdom,"1,062"
04/01/2020,Manufacturing,Depreciation,USA,"32,950"
04/01/2020,Manufacturing,Employee Performance,USA,458
04/01/2020,Manufacturing,External Labor,Brazil,"4,775"
04/01/2020,Manufacturing,External Labor,France,"145,521"
04/01/2020,Manufacturing,External Labor,Ireland,731
04/01/2020,Manufacturing,External Labor,Italy,739
04/01/2020,Manufacturing,External Labor,Mexico,"3,586"
04/01/2020,Manufacturing,External Labor,Puerto Rico,"31,390"
04/01/2020,Manufacturing,External Labor,United Kingdom,"1,808"
04/01/2020,Manufacturing,External Labor,USA,"223,691"
04/01/2020,Manufacturing,Hardware,France,"1,070"
04/01/2020,Manufacturing,Hardware,Ireland,"1,456"
04/01/2020,Manufacturing,Hardware,Puerto Rico,240
04/01/2020,Manufacturing,Hardware,USA,"3,784"
04/01/2020,Manufacturing,Hardware Maintenance,Brazil,237
04/01/2020,Manufacturing,Hardware Maintenance,France,265
04/01/2020,Manufacturing,Hardware Maintenance,Germany,"1,256"
04/01/2020,Manufacturing,Hardware Maintenance,Ireland,522
04/01/2020,Manufacturing,Hardware Maintenance,Italy,"6,915"
04/01/2020,Manufacturing,Hardware Maintenance,Puerto Rico,"3,680"
04/01/2020,Manufacturing,Hardware Maintenance,Spain,118
04/01/2020,Manufacturing,Hardware Maintenance,USA,"1,169"
04/01/2020,Manufacturing,Internal Labor,Brazil,"3,535"
04/01/2020,Manufacturing,Internal Labor,France,"145,839"
04/01/2020,Manufacturing,Internal Labor,Germany,"25,298"
04/01/2020,Manufacturing,Internal Labor,Ireland,"23,297"
04/01/2020,Manufacturing,Internal Labor,Italy,"14,188"
04/01/2020,Manufacturing,Internal Labor,Puerto Rico,"84,402"
04/01/2020,Manufacturing,Internal Labor,Spain,"25,576"
04/01/2020,Manufacturing,Internal Labor,United Kingdom,"7,891"
04/01/2020,Manufacturing,Internal Labor,USA,"694,190"
04/01/2020,Manufacturing,Moving,USA,327
04/01/2020,Manufacturing,Other,Brazil,76
04/01/2020,Manufacturing,Other,France,"-139,327"
04/01/2020,Manufacturing,Other,Italy,27
04/01/2020,Manufacturing,Other,Puerto Rico,"-2,020"
04/01/2020,Manufacturing,Other,United Kingdom,2
04/01/2020,Manufacturing,Other,USA,"9,122"
04/01/2020,Manufacturing,Project Expenses,France,"2,229"
04/01/2020,Manufacturing,Project Expenses,Puerto Rico,"6,157"
04/01/2020,Manufacturing,Project Expenses,USA,"12,431"
04/01/2020,Manufacturing,Recognition,USA,24
04/01/2020,Manufacturing,Severance,Brazil,215
04/01/2020,Manufacturing,Severance,Italy,796
04/01/2020,Manufacturing,Software,France,569
04/01/2020,Manufacturing,Software,Ireland,"-1,356"
04/01/2020,Manufacturing,Software,USA,"36,725"
04/01/2020,Manufacturing,Software Maintenance,France,"1,836"
04/01/2020,Manufacturing,Software Maintenance,USA,"233,284"
04/01/2020,Manufacturing,Supplies,Brazil,1
04/01/2020,Manufacturing,Supplies,Italy,149
04/01/2020,Manufacturing,Supplies,Puerto Rico,"1,277"
04/01/2020,Manufacturing,Supplies,USA,379
04/01/2020,Manufacturing,Taxes,USA,"2,226"
04/01/2020,Manufacturing,Telecomm,Brazil,154
04/01/2020,Manufacturing,Telecomm,France,"-6,860"
04/01/2020,Manufacturing,Telecomm,Ireland,"5,648"
04/01/2020,Manufacturing,Telecomm,Italy,852
04/01/2020,Manufacturing,Telecomm,Puerto Rico,"5,909"
04/01/2020,Manufacturing,Telecomm,United Kingdom,1
04/01/2020,Manufacturing,Telecomm,USA,"9,344"
04/01/2020,Manufacturing,Training,Ireland,582
04/01/2020,Manufacturing,Training,Spain,477
04/01/2020,Manufacturing,Training,USA,"1,719"
04/01/2020,Manufacturing,Travel,France,"7,548"
04/01/2020,Manufacturing,Travel,Germany,5
04/01/2020,Manufacturing,Travel,Ireland,707
04/01/2020,Manufacturing,Travel,Puerto Rico,522
04/01/2020,Manufacturing,Travel,United Kingdom,"2,723"
04/01/2020,Manufacturing,Travel,USA,"7,955"
04/01/2020,Manufacturing,Vehicles,France,233
04/01/2020,Manufacturing,Vehicles,Spain,-9
04/01/2020,Mobility,Depreciation,United Kingdom,"13,183"
04/01/2020,Mobility,Depreciation,USA,"2,133"
04/01/2020,Mobility,External Labor,United Kingdom,"2,162"
04/01/2020,Mobility,External Labor,USA,"46,138"
04/01/2020,Mobility,Hardware,USA,"5,847"
04/01/2020,Mobility,Internal Labor,United Kingdom,"6,067"
04/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,427"
04/01/2020,Mobility,Software,USA,"2,811"
04/01/2020,Mobility,Software Maintenance,USA,"26,071"
04/01/2020,Mobility,Taxes,USA,840
04/01/2020,Mobility,Telecomm,United Kingdom,48
04/01/2020,Mobility,Telecomm,USA,197
04/01/2020,Mobility,Vehicles,United Kingdom,345
04/01/2020,Networking,CAPEX,USA,"1,101"
04/01/2020,Networking,Depreciation,Canada,335
04/01/2020,Networking,Depreciation,Mexico,5
04/01/2020,Networking,Depreciation,Switzerland,556
04/01/2020,Networking,Depreciation,United Kingdom,"4,776"
04/01/2020,Networking,Depreciation,USA,"39,635"
04/01/2020,Networking,External Labor,Ireland,"57,092"
04/01/2020,Networking,External Labor,Mexico,"3,480"
04/01/2020,Networking,External Labor,United Kingdom,719
04/01/2020,Networking,External Labor,USA,"176,522"
04/01/2020,Networking,Hardware,Switzerland,"19,331"
04/01/2020,Networking,Hardware,United Kingdom,"147,938"
04/01/2020,Networking,Hardware,USA,"139,592"
04/01/2020,Networking,Hardware Maintenance,USA,"9,326"
04/01/2020,Networking,Internal Labor,Germany,"15,607"
04/01/2020,Networking,Internal Labor,Switzerland,"5,597"
04/01/2020,Networking,Internal Labor,United Kingdom,"11,939"
04/01/2020,Networking,Internal Labor,USA,"48,831"
04/01/2020,Networking,Other,Germany,183
04/01/2020,Networking,Other,Mexico,137
04/01/2020,Networking,Other,United Kingdom,27
04/01/2020,Networking,Other,USA,308
04/01/2020,Networking,Software,USA,73
04/01/2020,Networking,Software Maintenance,Switzerland,930
04/01/2020,Networking,Software Maintenance,USA,"26,474"
04/01/2020,Networking,Supplies,Switzerland,425
04/01/2020,Networking,Supplies,USA,"1,465"
04/01/2020,Networking,Taxes,USA,"5,141"
04/01/2020,Networking,Telecomm,Canada,"2,991"
04/01/2020,Networking,Telecomm,Mexico,321
04/01/2020,Networking,Telecomm,Switzerland,"1,123"
04/01/2020,Networking,Telecomm,United Kingdom,"6,348"
04/01/2020,Networking,Telecomm,USA,"512,268"
04/01/2020,Networking,Training,United Kingdom,30
04/01/2020,Networking,Training,USA,284
04/01/2020,Networking,Travel,Switzerland,"3,696"
04/01/2020,Networking,Travel,United Kingdom,792
04/01/2020,Networking,Travel,USA,"3,102"
04/01/2020,Networking,Vehicles,Switzerland,183
04/01/2020,Networking,Vehicles,United Kingdom,393
04/01/2020,Planning,Amortization,USA,"272,563"
04/01/2020,Planning,CAPEX,United Kingdom,4
04/01/2020,Planning,Depreciation,Brazil,4
04/01/2020,Planning,Depreciation,USA,"57,234"
04/01/2020,Planning,Employee Performance,USA,85
04/01/2020,Planning,External Labor,Italy,"1,451"
04/01/2020,Planning,External Labor,United Kingdom,"2,701"
04/01/2020,Planning,External Labor,USA,"487,155"
04/01/2020,Planning,Hardware,USA,548
04/01/2020,Planning,Hardware Maintenance,Italy,"6,341"
04/01/2020,Planning,Hardware Maintenance,USA,"2,462"
04/01/2020,Planning,Inbound Allocations,United Kingdom,"7,304"
04/01/2020,Planning,Internal Labor,France,"9,708"
04/01/2020,Planning,Internal Labor,United Kingdom,"4,495"
04/01/2020,Planning,Internal Labor,USA,"390,954"
04/01/2020,Planning,Moving,USA,"1,640"
04/01/2020,Planning,Other,United Kingdom,113
04/01/2020,Planning,Other,USA,"6,363"
